Form_Type,Company_Name,CIK,Date_Filed,File_Name
10-K,AMGEN INC,0000318154,2022-02-16,edgar/data/318154/0000318154-22-000010.txt
10-K,AT&T INC.,0000732717,2022-02-16,edgar/data/732717/0000732717-22-000015.txt
10-K,AbbVie Inc.,0001551152,2022-02-18,edgar/data/1551152/0001551152-22-000007.txt
10-K,Alphabet Inc.,0001652044,2022-02-02,edgar/data/1652044/0001652044-22-000019.txt
10-K,BANK OF AMERICA CORP /DE/,0000070858,2022-02-22,edgar/data/70858/0000070858-22-000062.txt
10-K,BERKSHIRE HATHAWAY INC,0001067983,2022-02-28,edgar/data/1067983/0001564590-22-007322.txt
10-K,BOEING CO,0000012927,2022-01-31,edgar/data/12927/0000012927-22-000010.txt
10-K,BRISTOL MYERS SQUIBB CO,0000014272,2022-02-09,edgar/data/14272/0000014272-22-000051.txt
10-K,Bank of New York Mellon Corp,0001390777,2022-02-25,edgar/data/1390777/0001390777-22-000043.txt
10-K,BlackRock Inc.,0001364742,2022-02-25,edgar/data/1364742/0001564590-22-007117.txt
10-K,Booking Holdings Inc.,0001075531,2022-02-23,edgar/data/1075531/0001075531-22-000008.txt
10-K,CAPITAL ONE FINANCIAL CORP,0000927628,2022-02-25,edgar/data/927628/0000927628-22-000106.txt
10-K,CATERPILLAR INC,0000018230,2022-02-16,edgar/data/18230/0000018230-22-000050.txt
10-K,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667,2022-01-28,edgar/data/1091667/0001091667-22-000024.txt
10-K,CHEVRON CORP,0000093410,2022-02-24,edgar/data/93410/0000093410-22-000019.txt
10-K,CITIGROUP INC,0000831001,2022-02-28,edgar/data/831001/0000831001-22-000036.txt
10-K,COCA COLA CO,0000021344,2022-02-22,edgar/data/21344/0000021344-22-000009.txt
10-K,COLGATE PALMOLIVE CO,0000021665,2022-02-17,edgar/data/21665/0000021665-22-000003.txt
10-K,COMCAST CORP,0001166691,2022-02-02,edgar/data/1166691/0001166691-22-000009.txt
10-K,CONOCOPHILLIPS,0001163165,2022-02-17,edgar/data/1163165/0001562762-22-000031.txt
10-K,CVS HEALTH Corp,0000064803,2022-02-09,edgar/data/64803/0000064803-22-000008.txt
10-K,DANAHER CORP /DE/,0000313616,2022-02-23,edgar/data/313616/0000313616-22-000061.txt
10-K,DOW INC.,0001751788,2022-02-04,edgar/data/1751788/0001751788-22-000011.txt
10-K,Duke Energy CORP,0001326160,2022-02-24,edgar/data/1326160/0001326160-22-000072.txt
10-K,ELI LILLY & Co,0000059478,2022-02-23,edgar/data/59478/0000059478-22-000068.txt
10-K,EXELON CORP,0001109357,2022-02-25,edgar/data/1109357/0001109357-22-000039.txt
10-K,EXXON MOBIL CORP,0000034088,2022-02-23,edgar/data/34088/0000034088-22-000011.txt
10-K,FORD MOTOR CO,0000037996,2022-02-04,edgar/data/37996/0000037996-22-000013.txt
10-K,GENERAL DYNAMICS CORP,0000040533,2022-02-09,edgar/data/40533/0000040533-22-000007.txt
10-K,GENERAL ELECTRIC CO,0000040545,2022-02-11,edgar/data/40545/0000040545-22-000008.txt
10-K,"GILEAD SCIENCES, INC.",0000882095,2022-02-23,edgar/data/882095/0000882095-22-000007.txt
10-K,GOLDMAN SACHS GROUP INC,0000886982,2022-02-25,edgar/data/886982/0001193125-22-052682.txt
10-K,General Motors Co,0001467858,2022-02-02,edgar/data/1467858/0001467858-22-000034.txt
10-K,"HOME DEPOT, INC.",0000354950,2022-03-23,edgar/data/354950/0000354950-22-000070.txt
10-K,HONEYWELL INTERNATIONAL INC,0000773840,2022-02-11,edgar/data/773840/0000773840-22-000018.txt
10-K,INTEL CORP,0000050863,2022-01-27,edgar/data/50863/0000050863-22-000007.txt
10-K,INTERNATIONAL BUSINESS MACHINES CORP,0000051143,2022-02-22,edgar/data/51143/0001558370-22-001584.txt
10-K,JOHNSON & JOHNSON,0000200406,2022-02-17,edgar/data/200406/0000200406-22-000022.txt
10-K,JPMORGAN CHASE & CO,0000019617,2022-02-22,edgar/data/19617/0000019617-22-000272.txt
10-K,Kraft Heinz Co,0001637459,2022-02-17,edgar/data/1637459/0001637459-22-000018.txt
10-K,LINDE PLC,0001707925,2022-02-28,edgar/data/1707925/0001628280-22-004180.txt
10-K,LOCKHEED MARTIN CORP,0000936468,2022-01-25,edgar/data/936468/0000936468-22-000008.txt
10-K,LOWES COMPANIES INC,0000060667,2022-03-21,edgar/data/60667/0000060667-22-000038.txt
10-K,MCDONALDS CORP,0000063908,2022-02-24,edgar/data/63908/0000063908-22-000011.txt
10-K,METLIFE INC,0001099219,2022-02-18,edgar/data/1099219/0001099219-22-000014.txt
10-K,MORGAN STANLEY,0000895421,2022-02-24,edgar/data/895421/0000895421-22-000400.txt
10-K,Mastercard Inc,0001141391,2022-02-11,edgar/data/1141391/0001141391-22-000023.txt
10-K,"Merck & Co., Inc.",0000310158,2022-02-25,edgar/data/310158/0000310158-22-000003.txt
10-K,"Meta Platforms, Inc.",0001326801,2022-02-03,edgar/data/1326801/0001326801-22-000018.txt
10-K,"Mondelez International, Inc.",0001103982,2022-02-04,edgar/data/1103982/0001103982-22-000003.txt
10-K,NETFLIX INC,0001065280,2022-01-27,edgar/data/1065280/0001065280-22-000036.txt
10-K,NEXTERA ENERGY INC,0000753308,2022-02-18,edgar/data/753308/0000753308-22-000014.txt
10-K,NVIDIA CORP,0001045810,2022-03-18,edgar/data/1045810/0001045810-22-000036.txt
10-K,PEPSICO INC,0000077476,2022-02-10,edgar/data/77476/0000077476-22-000010.txt
10-K,PFIZER INC,0000078003,2022-02-24,edgar/data/78003/0000078003-22-000027.txt
10-K,"PayPal Holdings, Inc.",0001633917,2022-02-03,edgar/data/1633917/0001633917-22-000027.txt
10-K,Philip Morris International Inc.,0001413329,2022-02-11,edgar/data/1413329/0001413329-22-000011.txt
10-K,RAYTHEON TECHNOLOGIES CORP,0000101829,2022-02-11,edgar/data/101829/0000101829-22-000005.txt
10-K,"SALESFORCE.COM, INC.",0001108524,2022-03-11,edgar/data/1108524/0001108524-22-000013.txt
10-K,SCHWAB CHARLES CORP,0000316709,2022-02-24,edgar/data/316709/0000316709-22-000009.txt
10-K,SIMON PROPERTY GROUP INC /DE/,0001063761,2022-02-24,edgar/data/1063761/0001558370-22-001845.txt
10-K,SOUTHERN CO,0000092122,2022-02-17,edgar/data/92122/0000092122-22-000003.txt
10-K,"T-Mobile US, Inc.",0001283699,2022-02-11,edgar/data/1283699/0001283699-22-000018.txt
10-K,TARGET CORP,0000027419,2022-03-09,edgar/data/27419/0000027419-22-000007.txt
10-K,TEXAS INSTRUMENTS INC,0000097476,2022-02-04,edgar/data/97476/0000097476-22-000009.txt
10-K,THERMO FISHER SCIENTIFIC INC.,0000097745,2022-02-24,edgar/data/97745/0000097745-22-000011.txt
10-K,"Tesla, Inc.",0001318605,2022-02-07,edgar/data/1318605/0000950170-22-000796.txt
10-K,UNION PACIFIC CORP,0000100885,2022-02-04,edgar/data/100885/0001437749-22-002494.txt
10-K,UNITED PARCEL SERVICE INC,0001090727,2022-02-22,edgar/data/1090727/0001090727-22-000007.txt
10-K,UNITEDHEALTH GROUP INC,0000731766,2022-02-15,edgar/data/731766/0000731766-22-000008.txt
10-K,US BANCORP \DE\,0000036104,2022-02-22,edgar/data/36104/0001193125-22-048709.txt
10-K,VERIZON COMMUNICATIONS INC,0000732712,2022-02-11,edgar/data/732712/0000732712-22-000008.txt
10-K,WELLS FARGO & COMPANY/MN,0000072971,2022-02-22,edgar/data/72971/0000072971-22-000096.txt
10-K,Walmart Inc.,0000104169,2022-03-18,edgar/data/104169/0000104169-22-000012.txt
10-K,Medtronic plc,0001613103,2022-06-23,edgar/data/1613103/0001613103-22-000023.txt
10-K,ORACLE CORP,0001341439,2022-06-21,edgar/data/1341439/0001564590-22-023675.txt
10-K,"CISCO SYSTEMS, INC.",0000858877,2022-09-08,edgar/data/858877/0000858877-22-000013.txt
10-K,FEDEX CORP,0001048911,2022-07-18,edgar/data/1048911/0000950170-22-012762.txt
10-K,MICROSOFT CORP,0000789019,2022-07-28,edgar/data/789019/0001564590-22-026876.txt
10-K,"NIKE, Inc.",0000320187,2022-07-21,edgar/data/320187/0000320187-22-000038.txt
10-K,PROCTER & GAMBLE Co,0000080424,2022-08-05,edgar/data/80424/0000080424-22-000064.txt
10-K,Medtronic plc,0001613103,2023-06-22,edgar/data/1613103/0001613103-23-000040.txt
10-K,ORACLE CORP,0001341439,2023-06-20,edgar/data/1341439/0000950170-23-028914.txt
10-K,"CISCO SYSTEMS, INC.",0000858877,2023-09-07,edgar/data/858877/0000858877-23-000023.txt
10-K,FEDEX CORP,0001048911,2023-07-17,edgar/data/1048911/0000950170-23-033201.txt
10-K,MICROSOFT CORP,0000789019,2023-07-27,edgar/data/789019/0000950170-23-035122.txt
10-K,"NIKE, Inc.",0000320187,2023-07-20,edgar/data/320187/0000320187-23-000039.txt
10-K,PROCTER & GAMBLE Co,0000080424,2023-08-04,edgar/data/80424/0000080424-23-000073.txt
10-K,3M CO,0000066740,2023-02-08,edgar/data/66740/0000066740-23-000014.txt
10-K,ABBOTT LABORATORIES,0000001800,2023-02-17,edgar/data/1800/0001628280-23-004026.txt
10-K,ADOBE INC.,0000796343,2023-01-17,edgar/data/796343/0000796343-23-000007.txt
10-K,ADVANCED MICRO DEVICES INC,0000002488,2023-02-27,edgar/data/2488/0000002488-23-000047.txt
10-K,"ALTRIA GROUP, INC.",0000764180,2023-02-27,edgar/data/764180/0000764180-23-000020.txt
10-K,AMAZON COM INC,0001018724,2023-02-03,edgar/data/1018724/0001018724-23-000004.txt
10-K,AMERICAN EXPRESS CO,0000004962,2023-02-10,edgar/data/4962/0000004962-23-000006.txt
10-K,"AMERICAN INTERNATIONAL GROUP, INC.",0000005272,2023-02-17,edgar/data/5272/0000005272-23-000007.txt
10-K,AMERICAN TOWER CORP /MA/,0001053507,2023-02-23,edgar/data/1053507/0001053507-23-000023.txt
10-K,AMGEN INC,0000318154,2023-02-09,edgar/data/318154/0000318154-23-000017.txt
10-K,AT&T INC.,0000732717,2023-02-13,edgar/data/732717/0000732717-23-000011.txt
10-K,AbbVie Inc.,0001551152,2023-02-17,edgar/data/1551152/0001551152-23-000011.txt
10-K,Alphabet Inc.,0001652044,2023-02-03,edgar/data/1652044/0001652044-23-000016.txt
10-K,BANK OF AMERICA CORP /DE/,0000070858,2023-02-22,edgar/data/70858/0000070858-23-000092.txt
10-K,BERKSHIRE HATHAWAY INC,0001067983,2023-02-27,edgar/data/1067983/0000950170-23-004451.txt
10-K,BOEING CO,0000012927,2023-01-27,edgar/data/12927/0000012927-23-000007.txt
10-K,BRISTOL MYERS SQUIBB CO,0000014272,2023-02-14,edgar/data/14272/0000014272-23-000046.txt
10-K,Bank of New York Mellon Corp,0001390777,2023-02-27,edgar/data/1390777/0001390777-23-000033.txt
10-K,BlackRock Inc.,0001364742,2023-02-24,edgar/data/1364742/0000950170-23-004343.txt
10-K,Booking Holdings Inc.,0001075531,2023-02-23,edgar/data/1075531/0001075531-23-000016.txt
10-K,CAPITAL ONE FINANCIAL CORP,0000927628,2023-02-24,edgar/data/927628/0000927628-23-000117.txt
10-K,CATERPILLAR INC,0000018230,2023-02-15,edgar/data/18230/0000018230-23-000011.txt
10-K,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667,2023-01-27,edgar/data/1091667/0001091667-23-000024.txt
10-K,CHEVRON CORP,0000093410,2023-02-23,edgar/data/93410/0000093410-23-000009.txt
10-K,CITIGROUP INC,0000831001,2023-02-27,edgar/data/831001/0000831001-23-000037.txt
10-K,COCA COLA CO,0000021344,2023-02-21,edgar/data/21344/0000021344-23-000011.txt
10-K,COLGATE PALMOLIVE CO,0000021665,2023-02-16,edgar/data/21665/0000021665-23-000007.txt
10-K,COMCAST CORP,0001166691,2023-02-03,edgar/data/1166691/0001166691-23-000010.txt
10-K,CONOCOPHILLIPS,0001163165,2023-02-16,edgar/data/1163165/0001163165-23-000006.txt
10-K,CVS HEALTH Corp,0000064803,2023-02-08,edgar/data/64803/0000064803-23-000009.txt
10-K,DANAHER CORP /DE/,0000313616,2023-02-22,edgar/data/313616/0000313616-23-000087.txt
10-K,DOW INC.,0001751788,2023-02-01,edgar/data/1751788/0001751788-23-000014.txt
10-K,Duke Energy CORP,0001326160,2023-02-27,edgar/data/1326160/0001326160-23-000073.txt
10-K,ELI LILLY & Co,0000059478,2023-02-22,edgar/data/59478/0000059478-23-000082.txt
10-K,EXELON CORP,0001109357,2023-02-14,edgar/data/1109357/0001109357-23-000018.txt
10-K,EXXON MOBIL CORP,0000034088,2023-02-22,edgar/data/34088/0000034088-23-000020.txt
10-K,FORD MOTOR CO,0000037996,2023-02-03,edgar/data/37996/0000037996-23-000012.txt
10-K,GENERAL DYNAMICS CORP,0000040533,2023-02-07,edgar/data/40533/0000040533-23-000014.txt
10-K,GENERAL ELECTRIC CO,0000040545,2023-02-10,edgar/data/40545/0000040545-23-000023.txt
10-K,"GILEAD SCIENCES, INC.",0000882095,2023-02-22,edgar/data/882095/0000882095-23-000007.txt
10-K,GOLDMAN SACHS GROUP INC,0000886982,2023-02-24,edgar/data/886982/0000886982-23-000003.txt
10-K,General Motors Co,0001467858,2023-01-31,edgar/data/1467858/0001467858-23-000029.txt
10-K,"HOME DEPOT, INC.",0000354950,2023-03-15,edgar/data/354950/0000354950-23-000059.txt
10-K,HONEYWELL INTERNATIONAL INC,0000773840,2023-02-10,edgar/data/773840/0000773840-23-000013.txt
10-K,INTEL CORP,0000050863,2023-01-27,edgar/data/50863/0000050863-23-000006.txt
10-K,INTERNATIONAL BUSINESS MACHINES CORP,0000051143,2023-02-28,edgar/data/51143/0001558370-23-002376.txt
10-K,JOHNSON & JOHNSON,0000200406,2023-02-16,edgar/data/200406/0000200406-23-000016.txt
10-K,JPMORGAN CHASE & CO,0000019617,2023-02-21,edgar/data/19617/0000019617-23-000231.txt
10-K,Kraft Heinz Co,0001637459,2023-02-16,edgar/data/1637459/0001637459-23-000009.txt
10-K,LINDE PLC,0001707925,2023-02-28,edgar/data/1707925/0001628280-23-005434.txt
10-K,LOCKHEED MARTIN CORP,0000936468,2023-01-26,edgar/data/936468/0000936468-23-000009.txt
10-K,LOWES COMPANIES INC,0000060667,2023-03-27,edgar/data/60667/0000060667-23-000034.txt
10-K,MCDONALDS CORP,0000063908,2023-02-24,edgar/data/63908/0000063908-23-000012.txt
10-K,METLIFE INC,0001099219,2023-02-23,edgar/data/1099219/0001099219-23-000045.txt
10-K,MORGAN STANLEY,0000895421,2023-02-24,edgar/data/895421/0000895421-23-000284.txt
10-K,Mastercard Inc,0001141391,2023-02-14,edgar/data/1141391/0001141391-23-000020.txt
10-K,"Merck & Co., Inc.",0000310158,2023-02-24,edgar/data/310158/0001628280-23-005061.txt
10-K,"Meta Platforms, Inc.",0001326801,2023-02-02,edgar/data/1326801/0001326801-23-000013.txt
10-K,"Mondelez International, Inc.",0001103982,2023-02-03,edgar/data/1103982/0001103982-23-000006.txt
10-K,NETFLIX INC,0001065280,2023-01-26,edgar/data/1065280/0001065280-23-000035.txt
10-K,NEXTERA ENERGY INC,0000753308,2023-02-17,edgar/data/753308/0000753308-23-000019.txt
10-K,NVIDIA CORP,0001045810,2023-02-24,edgar/data/1045810/0001045810-23-000017.txt
10-K,PEPSICO INC,0000077476,2023-02-09,edgar/data/77476/0000077476-23-000007.txt
10-K,PFIZER INC,0000078003,2023-02-23,edgar/data/78003/0000078003-23-000024.txt
10-K,"PayPal Holdings, Inc.",0001633917,2023-02-10,edgar/data/1633917/0001633917-23-000033.txt
10-K,Philip Morris International Inc.,0001413329,2023-02-10,edgar/data/1413329/0001413329-23-000025.txt
10-K,RAYTHEON TECHNOLOGIES CORP,0000101829,2023-02-07,edgar/data/101829/0000101829-23-000009.txt
10-K,SCHWAB CHARLES CORP,0000316709,2023-02-24,edgar/data/316709/0000316709-23-000009.txt
10-K,SIMON PROPERTY GROUP INC /DE/,0001063761,2023-02-23,edgar/data/1063761/0001558370-23-001840.txt
10-K,SOUTHERN CO,0000092122,2023-02-16,edgar/data/92122/0000092122-23-000012.txt
10-K,"Salesforce, Inc.",0001108524,2023-03-08,edgar/data/1108524/0001108524-23-000011.txt
10-K,"T-Mobile US, Inc.",0001283699,2023-02-14,edgar/data/1283699/0001283699-23-000016.txt
10-K,TARGET CORP,0000027419,2023-03-08,edgar/data/27419/0000027419-23-000015.txt
10-K,TEXAS INSTRUMENTS INC,0000097476,2023-02-03,edgar/data/97476/0000097476-23-000007.txt
10-K,THERMO FISHER SCIENTIFIC INC.,0000097745,2023-02-23,edgar/data/97745/0000097745-23-000008.txt
10-K,"Tesla, Inc.",0001318605,2023-01-31,edgar/data/1318605/0000950170-23-001409.txt
10-K,UNION PACIFIC CORP,0000100885,2023-02-10,edgar/data/100885/0001437749-23-002959.txt
10-K,UNITED PARCEL SERVICE INC,0001090727,2023-02-21,edgar/data/1090727/0001090727-23-000006.txt
10-K,UNITEDHEALTH GROUP INC,0000731766,2023-02-24,edgar/data/731766/0000731766-23-000008.txt
10-K,US BANCORP \DE\,0000036104,2023-02-27,edgar/data/36104/0001193125-23-050691.txt
10-K,VERIZON COMMUNICATIONS INC,0000732712,2023-02-10,edgar/data/732712/0000732712-23-000012.txt
10-K,WELLS FARGO & COMPANY/MN,0000072971,2023-02-21,edgar/data/72971/0000072971-23-000071.txt
10-K,Walmart Inc.,0000104169,2023-03-17,edgar/data/104169/0000104169-23-000020.txt
10-K,Accenture plc,0001467373,2022-10-12,edgar/data/1467373/0001467373-22-000295.txt
10-K,Apple Inc.,0000320193,2022-10-28,edgar/data/320193/0000320193-22-000108.txt
10-K,Broadcom Inc.,0001730168,2022-12-16,edgar/data/1730168/0001730168-22-000118.txt
10-K,COSTCO WHOLESALE CORP /NEW,0000909832,2022-10-05,edgar/data/909832/0000909832-22-000021.txt
10-K,DEERE & CO,0000315189,2022-12-15,edgar/data/315189/0001558370-22-018703.txt
10-K,EMERSON ELECTRIC CO,0000032604,2022-11-14,edgar/data/32604/0000032604-22-000041.txt
10-K,QUALCOMM INC/DE,0000804328,2022-11-02,edgar/data/804328/0000804328-22-000021.txt
10-K,STARBUCKS CORP,0000829224,2022-11-18,edgar/data/829224/0000829224-22-000058.txt
10-K,VISA INC.,0001403161,2022-11-16,edgar/data/1403161/0001403161-22-000081.txt
10-K,Walt Disney Co,0001744489,2022-11-29,edgar/data/1744489/0001744489-22-000213.txt
10-K,Medtronic plc,0001613103,2021-06-25,edgar/data/1613103/0001613103-21-000027.txt
10-K,ORACLE CORP,0001341439,2021-06-21,edgar/data/1341439/0001564590-21-033616.txt
10-K,"CISCO SYSTEMS, INC.",0000858877,2021-09-09,edgar/data/858877/0000858877-21-000013.txt
10-K,FEDEX CORP,0001048911,2021-07-19,edgar/data/1048911/0001564590-21-037031.txt
10-K,MICROSOFT CORP,0000789019,2021-07-29,edgar/data/789019/0001564590-21-039151.txt
10-K,"NIKE, Inc.",0000320187,2021-07-20,edgar/data/320187/0000320187-21-000028.txt
10-K,PROCTER & GAMBLE Co,0000080424,2021-08-06,edgar/data/80424/0000080424-21-000100.txt
10-K,3M CO,0000066740,2021-02-04,edgar/data/66740/0001558370-21-000737.txt
10-K,ABBOTT LABORATORIES,0000001800,2021-02-19,edgar/data/1800/0001104659-21-025751.txt
10-K,ADOBE INC.,0000796343,2021-01-15,edgar/data/796343/0000796343-21-000004.txt
10-K,ADVANCED MICRO DEVICES INC,0000002488,2021-01-29,edgar/data/2488/0001628280-21-001185.txt
10-K,"ALTRIA GROUP, INC.",0000764180,2021-02-26,edgar/data/764180/0000764180-21-000037.txt
10-K,AMAZON COM INC,0001018724,2021-02-03,edgar/data/1018724/0001018724-21-000004.txt
10-K,AMERICAN EXPRESS CO,0000004962,2021-02-12,edgar/data/4962/0000004962-21-000013.txt
10-K,"AMERICAN INTERNATIONAL GROUP, INC.",0000005272,2021-02-19,edgar/data/5272/0001104659-21-025742.txt
10-K,AMERICAN TOWER CORP /MA/,0001053507,2021-02-25,edgar/data/1053507/0001053507-21-000026.txt
10-K,AMGEN INC,0000318154,2021-02-09,edgar/data/318154/0000318154-21-000010.txt
10-K,AT&T INC.,0000732717,2021-02-25,edgar/data/732717/0000732717-21-000012.txt
10-K,AbbVie Inc.,0001551152,2021-02-19,edgar/data/1551152/0001551152-21-000008.txt
10-K,Alphabet Inc.,0001652044,2021-02-03,edgar/data/1652044/0001652044-21-000010.txt
10-K,BANK OF AMERICA CORP /DE/,0000070858,2021-02-24,edgar/data/70858/0000070858-21-000023.txt
10-K,BERKSHIRE HATHAWAY INC,0001067983,2021-03-01,edgar/data/1067983/0001564590-21-009611.txt
10-K,BOEING CO,0000012927,2021-02-01,edgar/data/12927/0000012927-21-000011.txt
10-K,BRISTOL MYERS SQUIBB CO,0000014272,2021-02-10,edgar/data/14272/0000014272-21-000066.txt
10-K,Bank of New York Mellon Corp,0001390777,2021-02-25,edgar/data/1390777/0001390777-21-000037.txt
10-K,BlackRock Inc.,0001364742,2021-02-25,edgar/data/1364742/0001564590-21-008796.txt
10-K,Booking Holdings Inc.,0001075531,2021-02-24,edgar/data/1075531/0001075531-21-000019.txt
10-K,CAPITAL ONE FINANCIAL CORP,0000927628,2021-02-25,edgar/data/927628/0000927628-21-000094.txt
10-K,CATERPILLAR INC,0000018230,2021-02-17,edgar/data/18230/0000018230-21-000063.txt
10-K,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667,2021-01-29,edgar/data/1091667/0001091667-21-000022.txt
10-K,CHEVRON CORP,0000093410,2021-02-25,edgar/data/93410/0000093410-21-000009.txt
10-K,CITIGROUP INC,0000831001,2021-02-26,edgar/data/831001/0000831001-21-000042.txt
10-K,COCA COLA CO,0000021344,2021-02-25,edgar/data/21344/0000021344-21-000008.txt
10-K,COLGATE PALMOLIVE CO,0000021665,2021-02-18,edgar/data/21665/0000021665-21-000007.txt
10-K,COMCAST CORP,0001166691,2021-02-04,edgar/data/1166691/0001166691-21-000008.txt
10-K,CONOCOPHILLIPS,0001163165,2021-02-16,edgar/data/1163165/0001562762-21-000027.txt
10-K,CVS HEALTH Corp,0000064803,2021-02-16,edgar/data/64803/0000064803-21-000011.txt
10-K,DANAHER CORP /DE/,0000313616,2021-02-25,edgar/data/313616/0000313616-21-000045.txt
10-K,DOW INC.,0001751788,2021-02-05,edgar/data/1751788/0001751788-21-000010.txt
10-K,Duke Energy CORP,0001326160,2021-02-25,edgar/data/1326160/0001326160-21-000063.txt
10-K,ELI LILLY & Co,0000059478,2021-02-17,edgar/data/59478/0000059478-21-000083.txt
10-K,EXELON CORP,0001109357,2021-02-24,edgar/data/1109357/0001109357-21-000022.txt
10-K,EXXON MOBIL CORP,0000034088,2021-02-24,edgar/data/34088/0000034088-21-000012.txt
10-K,FORD MOTOR CO,0000037996,2021-02-05,edgar/data/37996/0000037996-21-000012.txt
10-K,Facebook Inc,0001326801,2021-01-28,edgar/data/1326801/0001326801-21-000014.txt
10-K,GENERAL DYNAMICS CORP,0000040533,2021-02-09,edgar/data/40533/0000040533-21-000010.txt
10-K,GENERAL ELECTRIC CO,0000040545,2021-02-12,edgar/data/40545/0000040545-21-000011.txt
10-K,GILEAD SCIENCES INC,0000882095,2021-02-25,edgar/data/882095/0000882095-21-000008.txt
10-K,GOLDMAN SACHS GROUP INC,0000886982,2021-02-22,edgar/data/886982/0001193125-21-049380.txt
10-K,General Motors Co,0001467858,2021-02-10,edgar/data/1467858/0001467858-21-000037.txt
10-K,"HOME DEPOT, INC.",0000354950,2021-03-24,edgar/data/354950/0000354950-21-000089.txt
10-K,HONEYWELL INTERNATIONAL INC,0000773840,2021-02-12,edgar/data/773840/0000773840-21-000015.txt
10-K,INTEL CORP,0000050863,2021-01-22,edgar/data/50863/0000050863-21-000010.txt
10-K,INTERNATIONAL BUSINESS MACHINES CORP,0000051143,2021-02-23,edgar/data/51143/0001558370-21-001489.txt
10-K,JOHNSON & JOHNSON,0000200406,2021-02-22,edgar/data/200406/0000200406-21-000008.txt
10-K,JPMORGAN CHASE & CO,0000019617,2021-02-23,edgar/data/19617/0000019617-21-000236.txt
10-K,Kraft Heinz Co,0001637459,2021-02-17,edgar/data/1637459/0001637459-21-000009.txt
10-K,LINDE PLC,0001707925,2021-03-01,edgar/data/1707925/0001628280-21-003574.txt
10-K,LOCKHEED MARTIN CORP,0000936468,2021-01-28,edgar/data/936468/0000936468-21-000013.txt
10-K,LOWES COMPANIES INC,0000060667,2021-03-22,edgar/data/60667/0000060667-21-000026.txt
10-K,MCDONALDS CORP,0000063908,2021-02-23,edgar/data/63908/0000063908-21-000013.txt
10-K,METLIFE INC,0001099219,2021-02-19,edgar/data/1099219/0001099219-21-000050.txt
10-K,MORGAN STANLEY,0000895421,2021-02-26,edgar/data/895421/0000895421-21-000286.txt
10-K,Mastercard Inc,0001141391,2021-02-12,edgar/data/1141391/0001141391-21-000018.txt
10-K,"Merck & Co., Inc.",0000310158,2021-02-25,edgar/data/310158/0000310158-21-000004.txt
10-K,"Mondelez International, Inc.",0001103982,2021-02-05,edgar/data/1103982/0001103982-21-000004.txt
10-K,NETFLIX INC,0001065280,2021-01-28,edgar/data/1065280/0001065280-21-000040.txt
10-K,NEXTERA ENERGY INC,0000753308,2021-02-12,edgar/data/753308/0000753308-21-000014.txt
10-K,NVIDIA CORP,0001045810,2021-02-26,edgar/data/1045810/0001045810-21-000010.txt
10-K,PEPSICO INC,0000077476,2021-02-11,edgar/data/77476/0000077476-21-000007.txt
10-K,PFIZER INC,0000078003,2021-02-25,edgar/data/78003/0000078003-21-000038.txt
10-K,"PayPal Holdings, Inc.",0001633917,2021-02-05,edgar/data/1633917/0001633917-21-000018.txt
